sentiment,content
1,
0,battery going die
0,overwhelming finally catching cousin bff since three seen year ah memory miss
0,make feel like used
0,humbush nothing perfect life darn it
0,costume shop cleaning starving bring food
0,realised able talk crazy cat sunday sad now
0,aubreyoday aw sad give ginger little pat head me mwah
0,last day school i m sad happy anxious
1,jt_nigerianboi thanks jt also enjoyed will r u following me ill follow u back
0,need motivation life oh love would nice
1,say good evening http plurk com p rqh8l
0,im hungry nothing eat
0,ab_normal shuck sorry sometimes get wrapped fb forget check doin
1,margjoc haha aware one contract uti training work 8 45 tomorrow morning go bed early
1,queenofspain good night erin say early old
1,everyboy give best
1,listening olivia play lol
0,hey everyone whats up got another hour half work tell something think wouldnt know this good one
1,jennifalconer happy see something weekend flight conchords back bbc4
0,emo moment said good bye best friend ever meet sure
0,can t believe weekend already time go nice day fam today mum good day too
1,going jack s dinner bff
1,trudymagnifique haha check site got good one
1,twikini enjoying sun
0,tahninial nothing make up last time checked jar curry sauce pepper inside disappointed
1,happy star war day unbelievable
1,
1,sarahfloss went john grisham instead pleased amp never suspected thing lol hope tomorrow better day
0,
0,work head hurt little due neck hate sleep wrong
0,feeling today going boring work till 9 30
0,yomama8929 go room first time week cleaning
0,going fold laundry hit sack boring saturday evening
1,done positive affirmation back japanese yay bank holiday monday
0,prettygrl_annie can t goin outta twn 2night sorrrryyy
1,spring picture today going schoooool
1,day cellstorms like it
1,early morning 2 30 am what s up am played w baby outside wow wa 80 s felt great got lonely miss sissy jess
0,myke329 yooo myyyyye bust sick tooo shoot me long night tonight
1,devyra know anyone believer never die tour going warped know can t wait haha
1,got la miss hawaii already dang
1,word minute speech 80 teen movie due wednesday blah blah can t wait glenn ball
0,listening music feeling kind
1,bwmson you know say w nothing love dude
0,melii that s true still suck though cause quot lolol original ohshit quot so yeah thanks
0,helloinsightful cereal doesnt come toy anymore jus thinkin buyin wrong kind say aint mo
1,chick fil morning final that must amj
0,barg posted gmod birthday see it
1,http twitpic com 4wc1y cracking amp up phootoboothingisfunforbunny volumen eins
1,got ohh baby got it singapore going rock city
0,pampian want know 6 tried ask p kia still reply change status away
1,get new laptop day excited dell inspiron core2duo 2 0ghz 4gb ddr2 250gb hdd 15 6 inch screen
1,touched changi 1 2 hr kill heading penang must fly singapore air often
0,tummy hurt go away cramp hate chuu
0,decide time something devil always counteract frustrating discouraging
1,abiface thanks havin u overrr
1,sooo readyyy summerr babyyyy
1,
0,get job stuff magazine dammit would amazing oh well
1,good night im sleeep good mornining xd
1,
0,seems really quiet tonight am jealous clearly exciting life bed think
0,lovin clean shaven mr flower look young reminds getting old
0,imjustlalayone damn girl ya gotta let know get kit together amp got flyer next weekend i quot m down
0,sooo tired cubicle
0,tired n sick what fuck wrong w
0,ultramegaman never done friday digest today anomaly usually schedule friday leave time it
0,wrong button music biz building is
0,got crush issue tomorrow friend going india whole summer im back sad
1,realladygaga hey just putting there come townsville next year elton john came 06 n loved it great
1,good day you another lindy day today level a b free tester 20 00 olympiou diamanti 25 6th floor thessaloniki
1,afiaa_afaya who the_handsome_blue_beast hhihihuahauu
0,wait get home watch new moon trailer clip stupid work internet access restriction
1,gotta go twitterer stupid sister want go facebook oging montreal 2morrow wont while bye xoxox lt 33
0,pretty damn chipper today even weather rubbish excited thing come xxx
1,chokewho nah rolled jason manly talented bjj ace maul way jake looking great can t wait fight
0,good day house
0,im contacting paw philippine find quot tiger quot new owner im sad love dog soo much
1,born barn would like hay 8 8 youtube mother song
1,
0,dangercharlie welcome char glad liked cake pretty simple give try
1,davidarchie awoooogahhhhhh heheee hope get decently priced breakfast real quick david
1,tommcfly read online article mentioned meh happy stuck guy just try get rid
0,shellykramer fever past hour see me unshaven puffy face look pathetic
0,
1,starting internship today pretty excited
1,lopezwilfred yeah too lookout tweet too happy tweeting
0,lost internet raid o
0,matt_vega matt_vega sikeeee i m sick cough
1,sun waking up beautiful day
1,4_idiots hahaha work strip club know alrighty mister done public may dancing today
0,evening town jeremy sad carrie can t come
1,happy mother s day
1,praxilla kid count day till saturday hope something remember life
1,rocked home maccas signing petition big bang tour au lol
1,elengrey yay lucky what d do
1,loris_sl happy sunday
0,blackout city never good
0,plan got ruined blackstone going carnival tomorrow weather good
1,digital_geisha savasavasava real lovely around someone refreshingly analog interest
1,katherine_kelly pj day best day
0,feel sick stomach idkk whyy
1,marcihearts sending get first check make enough lol worked like hour far
1,watching america next top model yah haha
1,quot dream better world coming quot someone could live word dude
0,spacerbunny oh suck thank god laptop
0,got ill tomorrow iï ½ve got birthday
1,hmm osaka last show today very sad decode ur msg haha cant wait till u get sydney d missed ticket tho o xx
1,watchin tv happy mom day
0,costavidafred awwwwww sorry going miss you
0,booo best friend leavin weekend ever without her
1,danny30011980 gavinmusic great pic have upload pix tomo i ve laptop tonight
1,awesome saw thursday night great 100 perfect casting
1,ckjchambers agree g b reef got vote queensland
1,xoshattered_ missed you today greatest day ever im burnt shit lmfao nice tan ride hr lt 3
0,home alone one left gummy bear
1,yay last class semester
0,xdjio 3ware 9650se fast enough 3x x25 m ssd raid5 800mhz iop hpt might try adaptec 1 2ghz
0,roscoe smooth sailin one tell song rap friend u failed
1,musiclove18 haha thanks history invention television influence america lol
0,marissa110 heyy finally got one oh good luck final today
1,stevebrown87 noo good guy better x
1,jason mraz looking electric guitar yay 1
1,good morning everyone
0,solangeknowles freaking awesome solange happy mother s day wish mom like you sad blah best wish
1,shannongrissom grannypig followfriday thank you still even close gottalaff
0,didnt leave voicemail 121908inlove
0,want go enjoy weather tired stuck bed
0,ugh know u even care nicole richie c missed tv last nite despite twitter jennortigoza
1,cyberwest thanks twitpic sure made laugh
1,internet access board mean see bad weather flying http bit ly h14tw
1,rodney91 http twitpic com 4i3g6 love game xxxx
0,btv_suprnatural ok thanx much u send answer private mail u like would sooo cool wish birmingham
1,peternomad thanks know
0,missed math trade
0,nellclothing cancelled run favour of staying in wish monies pubulation tho
1,home tonight fun thanks
0,seattlewillow well work leah might something embry
0,dublins98dave too euro
0,mspixieriot suck wish could get cheaper montreal there s cool shop carry there
0,jboo46 there today sadness
1,watching rugrats anndd tweeting course
1,sirlp may 4th may force etc got know star war really appreciate
0,going sleep gonna fall asleep playing apps again tmrw going suck
1,georgiaprincez like enjoying hell it
0,heading farm dont want wanna stay talk boyfriend stupid mom making go gt lt
0,im sad missing opportunity valencia s new video
1,antony hahahahahahahahahah tickled much
1,congrats dave amp anna surprise proposal enzian theater orlando http qik com video 1638824
0,new nick name arosh i like like
0,miss cary want drink chocolate milk him
0,looking forward seeing paparoach raleigh fan year nb too scalper took tix sell 200 moron
0,hate leaving teddy miss boy damn
0,dap23 ohh watching best friend s wedding sad
0,whuuurrrrr gland really swollen now guess weekend s blow out
1,may 4th you happy star war day http ow ly 52aw
0,pretty good day let s see night go oh work day tomorrow picnic
0,soooooooooo glad learn farrell ice cream parlor staging comeback so cal bad mission viejo mall
1,rebeccao372 thats ok yeah good night thanks glad too hope enjoy bbq
0,rec game trying cry the pain much i need him can t lose lt 3 my heart breakingg
1,
0,loving weather weekend shame back work tomorrow
1,630 andrew 4 idea rest think ben princeton could fun lol going late
1,selling artwork risk game boy startrek needed good day
0,bigboyramsack kenny u alive i m getting da hair done to bad chillin w u todat kinda sad
1,time revision listening direngrey album non stop day again
0,lost favorite thing love always him story year key chain
0,want go tonight cant get home
0,found swing set sale block home super cheap want kid one answering phone listed
1,angee10 malennaa yes awesomee u follow ur love molly hahah u chat u here
0,bad mood dont feel good bad one care
1,lizscherer cheer buttercup rain go away heart always mend actually bet that
0,problem photo twitter amf can t see face
0,bowwow614 hey going viewable uk time broke heart play last one haha
0,mikeandbobshow awww nice
0,suewaters sorry failed grasp meaning
0,ericcanaday show lunch eating solo noodle
1,shadowowns aww lt 3 thank youu
0,sooo long twitter cuba
0,andyschwartz nah actually sleep data recovery place called woke
1,ughhh think plan ruined excited too
0,gutted vodafone wont repair faulty samsung omnia due non existent water damage grrrrr
1,thefuzzyblueone me doctor laugh oh no no no dr_crane s patient arkham aslyum work
0,weather back great shame wait delivery
0,mbulatao oh no hope baad tell mya hope get better soon
0,suddenly remember memory ohhh please
1,still pumped concert saturday 17 7 09 come
1,omega tomorrow really planned anything it make sure come can awesome move in june 1st
1,http twitpic com 4jkea edstetzer 10 000 follower congrats
0,thriftymommy well daughter now thats said i miss day they go sooo fast
1,going relax chill tonight back work tomorrow week least fun time girlfriend
0,finellskii fun sad guy
0,mitchelmusso allowed call live uk parent say cost much suck
0,itï ½s ffa evil grin iï ½m busy work today wonï ½t get anything done
1,doctor anyone wanna somethin bit
1,davedays heard one song amazing voice stunned
0,hummingbird604 brendonjwilson gregeh leftcoastmama right like cape breton coal mine lesson learned
1,rockonrebelchld happy mother s day well good one
0,jaidenkhat damnit sorry hear dude
1,intellicad perfect thank you lt 3 lt 3
1,awesome fruit vegetable juice opening lam s noodle 8 tradehub21 http tinyurl com r65c68
0,alinachka anyway could forgive me
0,truck full silver bar imploded itself delayed u hour even get bar trouble photo
0,gonna sound really sad amp depressing really really miss uncle sam
0,jimmycarr sat sunbathing bombed church day left missed
1,http twitpic com 4jerc view atlas mountain morocco across strait gibraltar took day europa point gib
1,txp2 hi there nice meet
1,gay_emo_zac good morning france zaccie
0,empty house ine share
1,jenniferlai7 aww too today good like 4
0,xoshayzers knoww thing samee lt 3
0,never 2pm finish looked enjoyable pity teetotal another week
1,
0,headache headache go away come another day
1,dinner jiuliani s family yum
0,dangit lsu w 7 spot b7 lead southern 8 2 intentionally mentioning anything got jinxed anyhow
0,oh dang drag hell came today it man wish remembered would gone seen it
0,mileycyrus never answer me
0,
0,jhall510 good bored work
1,finally got km traffic jam probably able make time lap tonight
1,discovered great site
1,fun 2nite i pleasantly surprised
1,happy star war day
1,lan poker much fun someone help remember ki compre chal raha hai abhi
0,think book gone forever mourn forever shit
0,stupid competition stuff keep getting way going get word today kill heather_writes
0,moment foward imma spend money wisely dress shoe shopping every week pigging fav rest
1,lovliest night last night ruined doctor inability warn side effect back test
1,well goodnight twitter bug sleep well
1,good morning gonna clean house bit maybe clean more nothing rest day
0,robineccles indeed get song however unable listen
1,jpblogger nothing like quot rocknrolla quot another good film rock title
0,tommcfly tom today school played pov break almost cryed show sao paulo today wish could there
0,well official strep
1,also twitter follow u know latest
1,flickstack hehe never thorw shoe listening varsity fanclub surprise surprise sway sway baby awesome
0,twitter trippin right pic
0,editing video van little hungry depressed see yet
1,
0,learn today never post anything sold ebay using royal mail lose it refund compo s nowhere near bad
0,feeling bad little sister put lot money saab took full coverage last week totalled yesterday
1,morning washing machine already going mum dad house get house ready wedding day busy busy busy
1,blanquis26 morning hope super day enjoy
0,ayebloodyright taking soul friend family watching die nightmare trust
0,ria got g1 phone im jealous
1,little girl shallowness annoy me good side didnt straighten hair today look decent
0,taylor swift joe jonas looked really good together kinda sad broke up
0,raining phl delay flight schedule bummed missing jay leno s last tonight s show today
0,star trek movie riveting soundtrack superb overall experience fantastic alyssa jumping german shepherd priceless
0,hate paint nail cant suck thumb taste bad
1,going cinema see ghost girlfriend past
1,tommcfly wishing could sï ½o paulo show fortunately went brasilia one haha
1,wish paramore would come ireland
1,ah easy received new link reegie rig
1,welcoming cimmarongirl proud
0,kelleyviolet suck thundering here getting ready shut down
0,fairyfroggie yeah i m sad quot ravenclaw quot account love account bit
1,time low mean fucking much me hope get see june would awesome gaskarth amazing
0,sleeepyyy today busy work 10 4 library class 6 7 20 tanning packing bit sleep atlantic city airport myrtle beach
0,scottharrison thanks dm atl twestival committee amp really hope public speaking event soon enjoy atl
1,paigeebaby hahahah lols fun aye div experience love spongebob l
1,eating chatting computer really bored _ think going tea haha listning 80 s music wooho lt 3
0,thought wuz best friend
1,happy star war day everyone may 4th xxx
0,hate cant sleep
0,nathaliecaron ended going left knee killing me think pushed much yesterday
0,mtmodular pixy number give energy rush playing festival close june work go
1,best weekend ever xxxxxxxxxxxxxxxxxxxxxx
1,going help lancey cook
1,listening band recommended sarrah really like friday night boy lt 3
0,sophieveronica ha ha abbreviate bulky
0,
1,please check www mysweetebony com lmk think first paysite post site too
1,chromasia saw tweet minute going lunch decided skip today thanks saving money speedy recovery
1,emmielovegood nope way home now
1,going indiana baptist sunday pray summer missionary
1,updating live benihana tokyo waikiki happy birthday mark
1,adam__carter good film
0,shanedawson sadly live scotland though shane lt 3
0,san antonio mission game waitressing huge crowd meaning slow game
1,deplurk too buhbyeee http plurk com p rp3ir
0,new phone zero contact poo send message name save number thanks
0,iheartreading hey sorry got tweet puppy someone already got
1,good day tuanyia mirandaspazz augustblossom amoremotore http blip fm 5yomt
1,drlebron welcome minnesoooooooota free time trip catch up cliquot club though closed
0,saddest movie ever seen
0,mamacapps know one harder me
1,an_other excellent analogy
1,
0,gfalcone601 britain s got talent cute little girl feel sorry her hope simon find time xx
0,hate sweetie bad day http tinyurl com lr22dj
1,finished essay dinner went well brother acted like kid spoon fight fought woould sit sister lap
0,
1,wearing exactly clothes used wear canada beanie or touque all ahh brings back memory miss snow
1,wow two hour conversation someone omegle amazing
0,anant25121986 unfair good rock show happen b lore pune
1,awarded first ever credit card
0,brodyjenner live manchester england still never london
1,hannahsukter anywayss point dying spend summer somewhere hot guy
1,fun day boo short fun
1,acchanosaurus good luck chan gue kmrn bawa backpack kosong quite helping
1,pulled breakfast sausage mother day hopefully baby sleep
1,nothing like charley biggs chicken 7 53am
0,wish didnt go work tonight
0,everyones set quot away quot msn nobody talk
1,got brace tightened today got mcdonalds haha sport tomorrow yay yay yay netball tryout wish luck make team l
1,
1,inflight1 get bored routine lol
0,
0,gialovescece ghost whisperer going without j love
1,ljsbaby hahaha gutted birthday soon so wait then haha
0,worthless person one love love back way should
0,dog died today year miss much
1,taylorswift13 omg taylor london near scotland please come visit glasgow
0,running annapolis half marathon weekend failed meet registeration deadline amp completely filled
0,wanna go shopping get paid till next week
0,
0,codemonkeyism attempt somehow extend inner class would close closure can t find ref atm
1,madberry testfest weer een groot succes
1,mummyofmany jesus heals
1,marieskizo amazing concert city everything really awesome trip
1,leg still numb journey atlantis coldness buttt awesome day
1,happy mother s day
1,uploading lot photo priceless memory
0,doctahana can t really anything that i
0,visadharah still disney just trained soarin rose same applied apartment last night eric lost job
1,actually got bit tan today haha sadly working weekend get chance enjoy glorious sunray boo
1,show time baby bye bye tweeter
0,krisreyes btw bot
0,cant believe venus lost real shame smh think im getting sick crap week doesnt look like wknd gona better
0,need retail therapy bad ahhh gimme money geebus
0,computer work working booo need new one tgif
1,roqayah good morning
0,berumen4 no sitting around sculpting tiny koi
1,chatted old schoolmate awww miss highschool
0,im ill hate it seeing doc 10
0,missed britain got talent gutted
1,video finally done wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
1,globe theatre rock nothing better romeo amp juliet supposed watched
0,zacofficial twitter phone sad
0,cry omg fed pain
0,katrinalmoreno im idiot missing last show
1,best purchase today yard sale large dog crate 30 refrigerator office 35 buy anything old
0,checkout line kate amp jon splashed u weekly sad
0,wynstonfernando take class fall cool though im okay
0,walc er ready cry going long day reminiscing
0,andremichelle mr tonematrix birthday today poor guy ill home perhaps hi twittersphere would good
1,cursedjezzy thanks mascara input appreciated
1,lilbumbles happy mother s day mother list
0,phone passed away yesterday jumped table searching new phone
0,boring day today broke can t go see friend s band tonight maybe q tomorrow though
0,aliceqfoodie wow mom lot energy getting tired reading tweet ur living it
0,everybody need time thier gun n rose x http blip fm 5z5kz
0,today lonley girl guitar
0,excited see quot up quot logan s birthday week sad wont party bc know kid tho
0,dinerokidmayo im upset cuz everyone agrees
1,clumsyfa yeah love hawaiian outfit reused rugby year doublechin
0,failed inspection know pas wo oven wo anti tip bracket sold w oven worse tax
1,wanderinghope hehe thanks everyone class laughing too
1,shocked feeling sick happy
0,think quot how much want it quot factor really want fit again that s going happen
1,work thanks ppl getting freakin starbucks peace ppls
0,charlies roastbeef mostaza manejamos wtf
0,lmao im stupid felt like sayin tyaï ½ red caf vioce nite ya ll
0,mikekang super sad bart etc holding up
1,hopefully going back work tomorrow tired flu beside love working child fun play with
1,hey guy went jenny s house today much fun everyone else u guy doo
0,girl across hall say cat got landlord showing apt heartbreaking
1,good morning camper got lot sleep last night thank you thank ash thank you
0,need relocate west coast weather killin me
1,claramattos yea know tell everything p send direct message telling haha
1,watchmerise youre welcome you deserve it
0,hit car u leave note http bit ly p274b yea put whatever u want note
0,kmancobhc really brave best thing rest get better get well soon alexi
0,lookin 4ward work 2mz n gna b like 2day weatherwise itl b even worse xo
0,world_of_max sadly no david tennant left particularly want job anyway
1,amber_benson loved it continue delight u amber great job backing video adambusch kudos
1,davidleibrandt good know fun
1,jamesscholes yes copyright exemption apparently trying ensure rest world have sccr18
0,changed hairstyle but good supposed be n think wealthed much money hate hairdresser
0,darn supposed haiku formatting failed me
0,getting ready drop something man hang friend instead
0,think ive buggered mobile ack stubborn arse refuse get new one
0,
1,managed find bottle pimm s weather go
0,want bad go mcfly s concert
0,hootsuite darnit see happens avoid teh interwebs work
0,lappy charger completely dead conserving what s left battery afford buy new one
0,
0,sorta need somehow forget e3 la practically ethic exam self imposed revision time
1,calling room mate
0,chageaus fiscally responsible fiscally rated
1,greatttttt day taking liz home now lt 3
0,brabakr thank mr president
1,shhhweeeet jay z bros back prom
1,thereisaseason fun see glimpse life
0,natbubba yeah totally unfair just flame everywhere
1,jadeeisabel nah mine brydielonie one without finger
0,sick kid trump advance planning bummer
0,eating bagel yummy
0,hmmm realized i bday cake birthday boo hoo
0,u see dont shadez
0,sleepy earlier didnt get see matt
1,happy mother s day everyone
0,stressin h core supposed cleaning room feel like crap
0,agoodeye soooo disapoointed make next time glad productive
1,downtown fun tonight walk back car rediculous lol
0,joooo rest week less 2 5 hour long
0,mom woke u p mad dreaming shoe whants go river stupid
0,davederoo hardly furniture shipped know backordered may cancel shop local
1,babyvibenancy hi nancy fine till baby move get house amp fun stuff early hardest jump
0,launch today teacher changed plan watched stupid move tesla
1,going shopping place thingie brb laterz
1,msknitsox thanks amy full hotness
1,futureclassics ben jerry yummmmy
0,another friday night nothing boyfriend work 1am
0,apartment nothin do little hungry http myloc me fim
0,rubios_beachmex can t dm since follow me
0,sad duck day
0,cal dachshund rescue found home foster pup max soooooo sad see leave
1,lollipop26 really good interview read really enjoyed x
1,looking forward sunday b c weather warm sunny
0,mac user completely given google chrome
1,watching twilight lt 3 watching audio commentary sooo funny
1,miamiadc good morning miamiadc weekend great monday also great hope wonderful day
1,enjoying new car
1,happy star war day
1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
0,little mile run done 22 5 minute exhausted impressed hrm
1,jurisdiva looking like magic
1,crystaljanee greaaat minee pleaseeeeee
0,house hunting pain house shifting super pain packing never seems end can t even imagine unpacking p
1,bought new combo printer costco today officejet j4550 cause cheaper ink old one windows7 like fax part
1,taylorswift13 welcome you taylor although raining can t wait concert x
1,agoodstein timknapton good role model like yinz think
0,thereal_redbone stop babe u makin feel bad now
1,fuzzball fun mother s day http tinyurl com dhpol7
1,football session this fun
0,ducked off back ga tomorrow
1,dinner rainforest cafe laura
0,happy mother s day mm mum hope lovely day mamam
0,noo xbox got red ring death
0,good mood mama s away si can t talk either boy can t see weekend planned
1,brunnaxo worried safe sound lt 3 you
0,mortuary tweet making night bb girl
1,finally finished mom s card took long getting picture look good though happy amp can t wait til see
0,got really sick today text later nap time
0,djsteeley think less tribute parody
1,using old phone gosh miss phone
1,idibs oh really good dude thx added
1,playing question chris
0,
1,ohmonika babe text email address send
0,honza take flight back czech republic morning really going miss him
0,xkirstyxo basket case mine miss it going listen shit load
0,beautiful day shame got spend office
1,
0,called kris pick feel really bad ha ha
1,travelrants that s cool happy contribute future article enjoy rest weekend
1,rose romance released thursday gonna get bps
1,abbeyemm haha like him go
1,taylorswift13 hey tay plz u write hey elin me im sick u feel better
0,aianna21 nandiaramos sadly not no colleague work party
0,danielleg1709 hahaha super late thank you
1,hilsatlvsonline thanks tip unfortunately major crash http site extplorer
0,heard single waiting month hear and im disappointed
1,gemstwin granny linda happy
0,dream went evo fest didn t
1,woke up busy busy busy 2day bake bbyshower cupcake jay bday cake bleach hair amp see boo
0,attempt sync facebook twitter seems failed
1,nat4daworks hope show going well wanted u know im home now muah
0,littleisis time coming here want spend day mom
1,noticed wellwood teeth tonight that s nice
0,taking brother airport gym
1,ooh lovely ridiculous amount revision left
0,one call anymore
0,downloading chex quest year sin final release say right
0,xulap consider lucky rained age depressing
0,basil highlight day old man lecture greatness telegraph idiot
0,weather ugly n l a really cold
0,
1,love boogah anyone contain lebron james talk sick
1,http twitpic com 4jj43 ari
1,happy motherss dayyyy sister decided make lunch hmph decorated house andd danced sang hahaa
0,time take astronomy test
1,walmart playing hide seek
1,made pin hole camera todaaaaay need get film now http tinyurl com cw8wp2
0,running around town kathleen she s leaving month
1,missxmarisa hahaha massive compared others sweet scenie
1,woke up hopefully going see xmen film today
1,kitankhamun pitty wasnt arnd huh wld rlly wet myself otherwise wedding gr8 gd time amp lot smiley face
1,aubergine006 still plenty food left here thanks coming over can t wait see picture came
0,need play infamous where s free blockbuster rental coupon need one miss coke reward
0,ok day jo bit bruised
1,irish1974 bank holiday day
0,gave brother hug good bye took load furniture away house took mattress like
0,computer slooowww morning think sign go home play yard
0,evening picking n pop go dinner ta lum tum tum som tum major avenue decided go home not clubing tonite
1,boardopboy picture never happened
1,happy christmas wait happy m easel day seriously happy mother day lmao
1,duongsheahan nice meet too nancyloo best bringing along
0,growwear unfortunately u look like funny people twitter move fb start own flitter
1,
1,black canyon seriously best fusion food around
0,puppaz really suck feel bad least woke eight
0,sorealcru gloomy la sun nice
0,like friend hurt u love friend feeling arent same trying sleep really try give up
0,nancyleegrahn grade 5 can t daughter grade math soo sad
0,wife lost sprint blackberry bike ride am anyone extra bb laying around retweet
1,great exercise sunday morning quot stopping wheel karma quot r a w transforming negativity love life
1,ok shoe club cool fun poppin except ppl tryna dance wit
1,back school daily show amazing gonna watch later think xd
1,peacepeaceout totally go amazing reason bought tix song blood bank 1
1,freshalina itsmeamerie hey everyone mixed first single quot why r u quot i m sooo excited
1,k_griffiths good atmos decided stay til closing funny
1,get drive dad airport fly vega wsop wanna go vega
0,freyalynn dude fail know exactly place
1,played mythic brawl order get good screenshot instead got perfection
0,retrorewind awwww cried make cry love joey
1,regarde le tant attendues photography
0,concertjunkie quot i saaaaaaid quot haha kinda make sad though http bit ly ujua3
0,http twitpic com 66q88 so i pe pocket artoo
1,jinxie_g yup that s watch movie
1,happy mother s dayy andd rest fabulous mommy s
1,aloliver got standard alice otherwise would got enjoy life life
1,akarra quot picky quot precise might find interesting talk
0,
1,back saddle four awesome day leeprovoost old gang try avoid tweet flood long radio silence
1,heidimontag saturday good cannot wait monday night
1,makeup cute dress ready go
1,nkotbworshiper too go phone night long sometimes phone blowing up nice wake to
1,rhettmatic happy birthday
1,sharktailypp red font top nice put old entry
1,going head bed finally goodnight hopefully dream consist ravishing thing a zachary quinto
1,attic eden today
0,uploaded new blog painful story 80 year old man cried wanted die sad
1,good morning everyone
1,kevinrbutters chiangmai month last year loy krathong best festival ever
0,rachelamac aww poor thing hope go well
0,seriously bored now
1,reecereece kind of good job though know better might see friday w arbie
1,eep2001 might cancel disney trip year thrilled it
0,acmcwhale really good definitely 12 s many people getting burned alive
1,lovely night guy full moon thinking going onto roof lol
0,went shopping sport tour yesterday garley funny need brunch shower
1,jammin capital garde xx
0,brandenhaydon yes really do
0,ayebloodyright mean 2moz workin 7 1 baker 6 4 later pub
0,dream crushed spock like lady
1,dad s posting got postponed one hour meant leave either going afganistan nowhere sorta happy gutted
0,
0,citygirllife ready weekend see flash flood warning around here
1,
1,back wingman great weekend
0,spent last hour signing yearbook miss guy
1,ryanseacrest coffee lifeline thing good
0,he back oh no missed me work insane band really taken moment
0,jamie_127 poor baby need aloe nope sorry hint
0,bah day ending nicely began
1,jaydoub hello im good thank tottaly tired working lot today tottaly shattered u
1,jajmiami happy monday hope great week
1,rachaelphillips wow really pretty talented lady impressed
1,
1,helencrozier yes fun connect her pls tell hello can t find twitter
1,leehongrui hahaha ok hire mom paiseh haha shall washing
0,sometimes pillow sometimes
1,jamie_127 good morning one m ore day yay twittertakeover
1,working baseball fundraiser get 10 percent platium diamond wedding package let u know saw u twitter
1,swrightboucher hi susan read blog really good look forward tweet update
1,can t work twitter phone bed thinking funny stuff last night l good time
0,dammit forgot go canvas shopping today
0,feeling pretty poo today
0,home ill work man flu hell
0,want buy great album unfortunately dont hav enuff fund quot long time noisy quot
1,ambercadabra wow watched movie age quite fantastic
1,ending day another walk nice walk gelato
1,actually skype ssshh tell anyone
1,mcrsavedmilife haha yes
1,good night everyone time go mimmiz
0,saw favorite surprisingly way sad
1,didnt krystal spent night last night i dnt think posted that ya laughed lot squirrel amp house new inside joke
0,lozzyx noice realised exam week forgot whole week unit term thing
0,snowgirl1972 avoid burning desire say already one no room piglet enough room chuck
1,storrao thank respect designer luismvaz
0,loving sunshine hating thought office without window
1,new star trek movie awesomeness unnecessary brief underwear scene pun intended besides that awesomeness startrek
0,livefreet awww that s sad
1,sirlance16 hope ur havin fun da club
1,mandypandy32 thanks hon project bra start today
0,vosdjs lol yea fondue point chocolate lava cake really want but wont im mon fri babe
0,feeling well today ugh cant go home
0,wish still cornwall miss auntie s dog
1,great night justine boy westconn people met tonight haha
1,shashitharoor hope moment inspire political journey back home best
0,kristenhaulser yuppp gonna get top didn t soon got 2nd hole instead
1,found six great vegan place eat relax at four can t get without car
0,life suck ur fun
1,alright rawknroll net live radio23 org next hour vivid spring summer music rawk enjoy
0,phew melting stupid fan picked good day stop working
1,quot it s rape scream surprise first quot customer said me haha via omgitsjessielee lmao
0,jasminecjones thinking thing love morning chat totally need live 2gether full time lol
0,got little much sun today
1,forgot much really needed music barely week music now yay
1,holly2305 lol too going 12am easy used
0,justcause summer hour say day end 1pm doesn t mean really get leave 1
1,better idea need couple hour relax bed time sweet dream everyone love u
1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
0,know see people love country could get closer
1,good show sleepytime goodnight moon
1,miss_ottawa ur welcome sweet dream
0,xxyoushinexx hey haha yep me negative comment get reallllyyy mad always defend them haha
1,cwong5 bud kudos hardcore gym training great lifechanging experience keep up
0,yet start paper due tonight motivation
0,disapointed good evans sound really bad tune britainsgottalent
0,finally back stupid holiday missing fit bar men though
0,internet pocket edge network denver sob
1,petespencer yeah we say shite alot here say shiiite rhyming light
1,aww heard missed two logieo amp egg104
1,rhettroberts haha best thing office birthday hey
1,grilled chicken broccolli water yummy healthy well put butter veggie whatever
1,new logo web cheak it gallethoo
1,listening best day life kellie pickler
0,jonathanrknight g night jonathan tried stay up really did can t wait till ur timezone much easier then
0,woke up laura s last full day last night watched embarrassing home movie
1,thanks mom love too
1,goooood beer tiiiimes
1,buchautor hi michael wow thanks kind word must find love connection bg alone
1,justlikethem would lime them lemon deal sound fabulous me text back
0,bye daddy see tuesday
0,oasis ribena toughest decision everrr
1,morning prayer meeting amazing gift prayer completely buzzing morning christ alone hope found
0,well thats then exam failed bsc gone
1,boat way norrï ½ra gonna chill while party tonight
0,say quot we close 6 quot mean quot come 6 quot ffs people also rip polly
0,ivansharris hey go last night expecting see broadway
0,might snob friend follower ratio
0,gonna life good exit hallway stuck world
1,irishprincess41 great meet ya katie awesome show sure safe travel home
1,bemeaningful thanks ff wink
0,oy im nerd im writin no1 cuz no1 followin mean lik sum1 account deleted due quot strange activity quot
0,ottosdaughter sorry hear
1,ok done sunday morning finding time enjoy sunny day
1,choir banquet could ve ever dreamed happy party lauren s
0,soooo hungry waiting bf get home car trouble waiting mechanic help him
1,getting somewhere first quot real quot kiokudb catalyst app yay
0,mmmmmshell miss u roommate
1,sarinnejonas thats cool
